hotel,fecha,puntuacion,nombre,titulo,positivo,negativo
Vitoria,Escrito en 2 de marzo de 2025,Sin puntuación,Pablo,Bien,"Muy buena ubicación y apartamentos, por norma general, bien cuidados","Demasiado olor a ambientador al entrar para disimular olores. Limpieza mejorable: machas en el suelo de nuestro apartamento y no habían lavado una toalla, que estaba totalmente sucia dentro de un cajón (seguramente no lo habría visto el personal de limpieza)."
Vitoria,Escrito en 2 de marzo de 2025,Sin puntuación,Jose,Fantástico,Estaba todo limpio y amplio y bien equipado,El sofá cama era incómodo
Vitoria,Escrito en 1 de marzo de 2025,Sin puntuación,Aitor,“Ni fi ni fa”,Que tiene dos baños.,Que el sofá cama estaba roto. Y al que le tocó el sofá-cama no pudo descansar en condiciones óptimas.
Vitoria,Escrito en 27 de febrero de 2025,Sin puntuación,Alicia,Muy bien,"Perfecta ubicación Habitaciones tranquilas, sin ruido Todo muy limpioFácil acceso",La cama me resultó incómoda
Vitoria,Escrito en 27 de febrero de 2025,Sin puntuación,Eworo,“Quitando el checkin todo lo de mas bien”,Todo,El checkin
Vitoria,Escrito en 26 de febrero de 2025,Sin puntuación,Ruben,“Una buena elección”,"La habitación estaba limpia, y el baño también. Tiene servicios alrededor es fácil hacer el check in. Repetiremos seguro. Un acierto",
Vitoria,Escrito en 25 de febrero de 2025,Sin puntuación,Vanesa,Excepcional,"Es cómodo, moderno y bien ubicado. Tiene alrededor mucho parking gratuito",
Vitoria,Escrito en 24 de febrero de 2025,Sin puntuación,Naiara,“Apartamento perfecto para visitar Vitoria”,"Apartamento amplio, impecable y en una ubicación perfecta, a un paso de cebra de la parte vieja pero en una zona muy tranquila para descansar bien por la noche. Tenía todo lo necesario para unas vacaciones. Repetiría y lo recomendaría seguro. Parking de pago en el mismo edificio, lo que facilita la llegada y salida.",
Vitoria,Escrito en 23 de febrero de 2025,Sin puntuación,Sai0a,“Estancia 10 para un finde”,La ubicación del apartamento,"Los pocos ascensores de los que dispone para tantos apartamentos. Que no haya nadie por su surge algo es otra de las cosas que a mí personalmente no me gusta pero todo ha ido genial con el código que se proporciona."
Vitoria,Escrito en 23 de febrero de 2025,Sin puntuación,Laia,Fantástico,Es pequeño pero tiene de todo.,
Vitoria,Escrito en 21 de febrero de 2025,Sin puntuación,María,"“Céntrico, limpio y moderno”",Comodidad del sofá y cama. Mobiliario y apartamento muy nuevo. Las ventanas insonorizan muy bien para ser una avenida con mucho tráfico. El agua de la ducha sale caliente rápido. El aire acondicionado centralizado suma mucho. El casco viejo queda muy cerca y realmente el apartamento está muy bien comunicado con el resto de la ciudad.,"La tele no es smart tv. Fueron hospitalarios y considero que la atención fue adecuada excepto por varios detalles con los que abusaron de confianza: se cobraron el early check-in por sólo consultarlo y, estando allí pedí el kit de limpieza que se les olvidó dejarme, me dijeron que subirían, esperé bastantes horas y finalmente entraron mientras estaba durmiendo sin previo aviso."
Vitoria,Escrito en 26 de enero de 2025,Sin puntuación,Laura,“Volvería”,Muy buena ubicación y se consigue donde aparcar cerca.,
Vitoria,Escrito en 26 de enero de 2025,Sin puntuación,Ane,“Estancia muy agradable”,"Apartamento espacioso y limpio.
No tiene persianas, pero las cortinas que tiene evitan que entre la claridad.
No hay personal en el edificio, pero responden de inmediato a las dudas.
No tiene parking, pero tuvimos suerte para aparcar en las inmediaciones.","Hemos echado de menos que hubiese algún básico de cocina. Así como aceite, cápsulas de café.."
Vitoria,Escrito en 26 de enero de 2025,Sin puntuación,Izaro,Excepcional,"Todo. Buena ubicación. Amplio y cómodo, con cocina y baño bien equipados. Cama enorme. Moderno y limpio. Tiene parking disponible por 14€/día, y desayuno por 6€/persona y día. El personal muy atento; aunque no hay nadie ahí, te contestan rápido y bien todas las dudas por whatsapp.",
Vitoria,Escrito en 25 de enero de 2025,Sin puntuación,Viajeratf,Excepcional,Todo,Nada
Vitoria,Escrito en 24 de enero de 2025,Sin puntuación,Leyre,Fantástico,"Todo a la altura de lo esperado. La limpieza, la ubicación, el tamaño del apartamento, todo, salvo la iluminación del baño y la almohada.","Eché el falta mejor luz en el baño, ya que para maquillarse se queda muy corta y es un poco mortecina. Y que la almohada fuera algo mas blanda y alta."
Vitoria,Escrito en 24 de enero de 2025,Sin puntuación,Jose,“un fin de semana inolvidable”,,lo centrico y los silencioso que es
Vitoria,Escrito en 22 de enero de 2025,Sin puntuación,Maria,“Estancia como en casa”,"Un apartamento como en casa
Tenía de todo","No tenía champú! Especifico 
Había solo un frasco en la ducha"
Vitoria,Escrito en 22 de enero de 2025,Sin puntuación,Diego,Excepcional,"La situación, la limpieza, la relación calidad- precio. Todo excelente","Es un edificio automatizado, entras con código. No hay nadie en recepción.  Eso sí, llamamos porque no conseguíamos que arrancara el aire caliente y en unos minutos vinieron al apartamento"
Vitoria,Escrito en 21 de enero de 2025,Sin puntuación,Gloria,“Moderno y práctico”,"Me gustó la limpieza y que fuera un piso alto.El silencio  y la comodidad de la cama de esa habitación.","El baño muy pequeño en proporción a la habitación,hace perder calidad."
Vitoria,Escrito en 20 de enero de 2025,Sin puntuación,Adrian,“Agradable estancia con falta de equipamiento”,"La ubicación
La accesibilidad","La tv no está conectada a internet y no hay espacio para poder conectar el hdmi.
Por otro lado, no nos cambiaron las toallas en 4 días.
No tenían fregona, al ser ducha abierta se agradecería"
Vitoria,Escrito en 20 de enero de 2025,Sin puntuación,Barmi08,"“Apartamento completo, pero con cosas negativas”","El apartamento muy completo. 
Muy buena ubicación.
Cama cómoda 
Zona de aparcamiento gratis por la zona","El sofá, era sofá cama, muy incómodo, hasta para sentarse.
Que la tele no tenga Internet , ni la opción de poder poner un Netflix, Amazon video, etc..
Que te engañen por wasap, que para aparcar es difícil porque es una zona peatonal, para que cojas parking,  y que luego veas que se puede aparcar gratis y sin problemas.
Que te cobren 20e por noche, por traer tu mascota, alegando que el suplemento es por la limpieza extra y que luego, no pasen ni un solo dia a ordenar/limpiar, el apartamento.. 3 noches nos costaron 75 por persona y pagamos 60e por mi perra.. Es un absurdo !!!"
Vitoria,Escrito en 19 de enero de 2025,Sin puntuación,María,Muy bien,O amplo espazo.,Difícil a entrada cos códigos
Vitoria,Escrito en 18 de enero de 2025,Sin puntuación,Maria,Excepcional,"Muy buena ubicación,cerca hay de todo comercios, transporte, restaurantes.Si te surge alguna consulta contestan muy rápido por whatsApp. Una estadía estupenda ☺️",
Vitoria,Escrito en 18 de enero de 2025,Sin puntuación,Funandplay,“Vitoria muy chulo”,Todo muy limpio y nuevo. Muy centrico,Todo
Vitoria,Escrito en 17 de enero de 2025,Sin puntuación,Susana,Fantástico,,"Qué no me recibiera nadie, estar pendiente del móvil y el mail para entrar"
Vitoria,Escrito en 17 de enero de 2025,Sin puntuación,Maria,Excepcional,"Está genial, lo recomiendo!!! Muy limpio y calidad precio de 10. Y el desayuno está genial, lo recomiendo.",Lo único que no me gustó es el sofá cama q tienen es super incómodo para dormir ahí.
Vitoria,Escrito en 16 de enero de 2025,Sin puntuación,Ikuska,“Volveré 100% y lo recomiendo”,"Todo perfecto 
Me encanta la cantidad de almohadas de la habitación","Haría falta una manta extra.
El termostato es difícil de entender.
La TV no tiene acceso a las apps de Samsung para poder ver Netflix por ejemplo, porque está capada, no veo la necesidad."
Vitoria,Escrito en 15 de enero de 2025,Sin puntuación,Antonio,“Cómodo pero impersonal”,"Ubicación,  comodidad,  limpieza,  terraza muy buena,  moderno, equipado","La rigidez en horarios de entrada y salida al ser todo automatizado, no vimos en ningún momento a nadie, si querías entrar un poco antes tenías que pagar un extra de 15€ (la entrada es a las 15:00).No había jabón en la ducha y no pudimos decirlo a nadie."
Vitoria,Escrito en 15 de enero de 2025,Sin puntuación,José,Fantástico,"Amplitud, ubicación y limpieza",
Vitoria,Escrito en 14 de enero de 2025,Sin puntuación,Colmenares,“Espero volver un apartamento súper cómodo”,Todooo fue el mejor que he estado,Todo fue el mejor todo confort me encantó lo recomiendo 💯
Vitoria,Escrito en 14 de enero de 2025,Sin puntuación,Regina,“Apartamento estupendo para estar como en casa.”,"El apartamento cumplió nuestras expectativas. Cerca del centro y con paradas de tranvía cerca. El barrio estupendo, y con un supermercado DIA justo al lado. Cocina con todo lo necesario: platos, copas, vasos, tazas... tostadora de pan y cafetera de cápsulas. Baño completo y con secador de pelo. Salita de estar con sofá, televisión y un sillón de lectura al lado de la ventana que permite pasar un rato viendo la calle principal. Hay una mesa redonda con 2 sillas para los desayunos/comidas... El dormitorio con 2 camas juntas, cómodas. Calefacción en el apartamento. Las fotos reflejan lo que es. Estupendo.","No me gusta y lo hacen ya en la mayoría de los hoteles y casas, que como ropa de cama pongan sólo FUNDA NÓRDICA sustituyendo las colchas... para mi, dan demasiado calor y no hay otra opción, o te axfisias con la funda nórdica o pasas frío solo con la sábana. Me gustaría que pusieran otro tipo de ropa de cama, como colcha tradicional o mantita para las personas que pasamos calor y que no queremos pasar frio. Y eso que apagamos la calefacción... En mi opinión es excesivo lo nórdico..."
Vitoria,Escrito en 11 de enero de 2025,Sin puntuación,Malara,“Genial!”,Todo,Nada
Vitoria,Escrito en 7 de enero de 2025,Sin puntuación,Sebastian,Bien,"Buena ubicación, comodo y amplio","Necestita algun arreglo, cortinas con agujeros, tapa wc rota..."
Vitoria,Escrito en 7 de enero de 2025,Sin puntuación,Olga,“Alojamiento bien ubicado y práctico”,La ubicación y que era grande,Faltaba limpieza y uno de los baños tenía olor muy desagradable a tuberías
Vitoria,Escrito en 7 de enero de 2025,Sin puntuación,Ana,Muy bien,La decoración y limpieza,Almohadas incómodas.
Vitoria,Escrito en 23 de noviembre de 2024,Sin puntuación,Inmaculada,“Volvería sin dudarlo”,"La ubicación muy buena, la correspondencia genial con el personal dedicado al alojamiento, gran disponibilidad a las peticiones que van surgiendo .
Muchas gracias 
Muy cómodo","La ducha, necesitaría una mampara"
Vitoria,Escrito en 22 de noviembre de 2024,Sin puntuación,Antonia,“Excelente”,"Lo que más me gustó, poder ir con mi mascota 🐕",
Vitoria,Escrito en 22 de noviembre de 2024,Sin puntuación,Perez,“Patico”,Me encantó estaba todo céntrico y la libertad de movimiento de la ciudad 🏙️,No me gustó que si me da la opción de cuna no me la pusieran en la habitacion
Vitoria,Escrito en 21 de noviembre de 2024,Sin puntuación,Paula,“Excelente ubicación”,"El apartamento estaba muy bien climatizado, calentito. Buena ubicación. Amplitud del apartamento con habitación.",Poca presión del agua en la ducha. El ambientador del pasillo era demasiado fuerte.
Vitoria,Escrito en 21 de noviembre de 2024,Sin puntuación,Uxue,“Bien por la escasa oferta de alojamientos similares en Vitoria”,"-El apartamento tiene todo lo que puedas necesitar.-Estaba limpio.-Buena ubicación, tienes el centro a escasos minutos andando.","-La hora de entrada es a las 15:00 y la de salida a las 11:00. Si quieres entrar antes o salir mas tarde supone un coste adicional. Nunca antes me había ocurrido en apartamentos de estas características (teniendo en cuanta el precio por noche es algo que deberían de proporcionar siempre que hubiera posibilidad).-El sofá cama es muy incomodo, de muy mala calidad, no se puede descansar.-Al rededor de las 7-8 de la mañana nos estaban limpiando la puerta del apartamento por fuera y eso perturbó e impidió el descanso de la persona que durmió en el sofá cama. Indignante teniendo en cuenta que tienes que dejar el apartamento antes de las 11:00."
Vitoria,Escrito en 18 de noviembre de 2024,Sin puntuación,Gerardo,“Estancia Buena”,,El colchón de la cama un poco incómodo
Vitoria,Escrito en 17 de noviembre de 2024,Sin puntuación,Carmena,“Adiós”,El apartamento en general.. que no hubiera at,"Que no hubiera atención personal 
Y problemas para hacer el chekin.."
Vitoria,Escrito en 14 de noviembre de 2024,Sin puntuación,Isabel,Fantástico,"La ubicación, el apartamento en general y los detalles de bienvenida",La cama
Vitoria,Escrito en 13 de noviembre de 2024,Sin puntuación,Irene,“Genial para visitar Vitoria”,Es un apartamento amplio y espacioso. Muy cerca del centro y muy bien equipado.,La cama un poco incómoda.
Vitoria,Escrito en 13 de noviembre de 2024,Sin puntuación,Beatrizc84,“Estancia perfecta”,"Apartamento nuevo, con muy buena ubicación, a 13 min andando del centro. En avenida con muchos comercios y restaurantes. Un supermercado día justo al lado. Luminoso, limpio, amplio para 2 personas.","Echamos en falta q la TV tuviera netflix, prime, o alguna de estas. La cocina tenía todo lo necesario excepto algún cuchillo que cortará. Los que hay son malisimos. Y también nos falto una cafetera de las que no son de cápsulas, una italiana de toda la vida. La que hay te limita. Y por último comentar que quizás de precio esta algo caro, más de 100€ la noche en temporada baja."
Vitoria,Escrito en 11 de noviembre de 2024,Sin puntuación,Rafael,Excepcional,"Todo perfecto, incluido el aparcamiento.",
Vitoria,Escrito en 11 de noviembre de 2024,Sin puntuación,Raquel,Fantástico,"El alojamiento estaba muy bien ubicado, a 10 minutos del centro histórico. Estaba bien equipado y era bastante nuevo todo",Las almohadas de la cama eran demasiado finas y el colchón del sofá cama con poco grosor
Vitoria,Escrito en 11 de noviembre de 2024,Sin puntuación,Maria,“Agradable”,La habitación y su ubicación,"Me da pena que no haya personal, aunque tengo que decir que todo funcionó muy bien"
Vitoria,Escrito en 9 de noviembre de 2024,Sin puntuación,Angel,,,
Vitoria,Escrito en 8 de noviembre de 2024,Sin puntuación,Ana,Muy bien,Si,
Vitoria,Escrito en 6 de noviembre de 2024,Sin puntuación,Sara,Excepcional,"La limpieza y la comodidad, bastante bien equipado!!",Nada
Vitoria,Escrito en 6 de noviembre de 2024,Sin puntuación,María,“Cama incómoda”,Todo menos la cama.,"La cama horrible, todo lo demás estupendo y maravilloso pero cero descanso"
Vitoria,Escrito en 6 de noviembre de 2024,Sin puntuación,Susana,Fantástico,¡Apartamento muy equipado y muy amplio! Me encanta alojarme ahí cada vez que voy a Vitoria.,Falta una tostadora de pan. No se podía abrir la ventana de la habitación.
Vitoria,Escrito en 6 de noviembre de 2024,Sin puntuación,Mauro,Muy bien,"Está cerca de lo que me interesaba, apartamentos limpios y cómodos","Por fechas, posiblemente estaba más caro de lo normal"
